
226; 208; w10;
 218; 225; z13;
218; 305; w3;
 203; 313; z13;
313; 120; w13;
 284; 121; z13;
105; 345; w5;
 81; 341; z13;
115; 18; w4;
 134; 12; z13;
152; 347; w7;
 154; 349; z13;
312; 244; w6;
 290; 245; z13;
374; 83; w10;
 381; 92; z13;
81; 271; w13;
 87; 248; z13;
211; 137; w5;
 205; 123; z13;
100; 94; w9;
 96; 100; z13;
7; 141; w9;
 4; 167; z13;
68; 25; w4;
 90; 15; z13;
47; 181; w13;
 25; 176; z13;
128; 360; w1;
 114; 333; z13;
66; 28; w13;
 82; 28; z13;
33; 140; w9;
 39; 149; z13;
139; 3; w4;
 139; 9; z13;
72; 242; w7;
 55; 230; z13;
272; 180; w3;
 262; 172; z13;
25; 283; w10;
 36; 258; z13;
97; 156; w4;
 106; 144; z13;
360; 61; w5;
 346; 39; z13;
124; 18; w13;
 134; 42; z13;
106; 356; w9;
 87; 373; z13;
376; 2; w3;
 395; 13; z13;
134; 134; w6;
 135; 122; z13;
59; 67; w6;
 75; 66; z13;
202; 57; w2;
 201; 60; z13;
363; 103; w6;
 374; 109; z13;
39; 270; w11;
 12; 273; z13;
214; 309; w3;
 209; 311; z13;
187; 67; w6;
 197; 60; z13;
172; 212; w7;
 148; 217; z13;
109; 159; w12;
 132; 154; z13;
273; 264; w2;
 261; 276; z13;
344; 80; w4;
 322; 64; z13;
379; 94; w5;
 379; 82; z13;
167; 323; w2;
 167; 313; z13;
125; 122; w11;
 115; 108; z13;
173; 244; w6;
 156; 268; z13;
237; 49; w9;
 221; 43; z13;
299; 227; w3;
 286; 245; z13;
304; 244; w4;
 282; 258; z13;
166; 301; w4;
 165; 329; z13;
117; 30; w11;
 107; 13; z13;
271; 170; w4;
 278; 155; z13;
277; 64; w8;
 261; 48; z13;
15; 245; w11;
 16; 272; z13;
26; 225; w3;
 47; 205; z13;
209; 215; w10;
 203; 232; z13;
102; 123; w8;
 119; 120; z13;
23; 219; w5;
 10; 200; z13;
390; 87; w5;
 378; 100; z13;
203; 291; w13;
 186; 281; z13;
166; 136; w10;
 167; 114; z13;
192; 261; w8;
 210; 271; z13;
39; 72; w6;
 41; 86; z13;
328; 20; w8;
 335; 25; z13;
152; 47; w9;
 145; 48; z13;
137; 117; w9;
 140; 112; z13;
69; 78; w7;
 63; 78; z13;
251; 86; w2;
 267; 104; z13;
43; 75; w11;
 58; 66; z13;
297; 20; w9;
 275; 32; z13;
209; 172; w11;
 191; 153; z13;
189; 265; w7;
 193; 280; z13;
228; 14; w9;
 222; 34; z13;
21; 96; w7;
 20; 81; z13;
362; 134; w13;
 352; 105; z13;
262; 110; w2;
 255; 84; z13;
72; 56; w13;
 75; 36; z13;
281; 43; w11;
 275; 23; z13;
67; 186; w5;
 56; 170; z13;
173; 128; w13;
 203; 131; z13;
382; 73; w13;
 391; 50; z13;
267; 234; w13;
 249; 258; z13;
36; 90; w3;
 10; 76; z13;
335; 83; w3;
 348; 105; z13;
65; 273; w8;
 48; 297; z13;
85; 225; w8;
 81; 243; z13;
180; 153; w8;
 162; 132; z13;
168; 111; w2;
 156; 123; z13;
177; 70; w3;
 167; 96; z13;
210; 291; w13;
 229; 305; z13;
246; 241; w13;
 268; 243; z13;
48; 296; w10;
 27; 279; z13;
57; 264; w1;
 58; 257; z13;
233; 67; w7;
 220; 43; z13;
175; 31; w5;
 158; 33; z13;
53; 218; w1;
 48; 227; z13;
297; 256; w6;
 299; 232; z13;
233; 157; w1;
 217; 133; z13;
128; 89; w7;
 106; 87; z13;
341; 55; w4;
 361; 59; z13;
321; 134; w8;
 327; 136; z13;
117; 117; w11;
 137; 122; z13;
58; 369; w4;
 33; 353; z13;
260; 19; w4;
 270; 43; z13;
294; 252; w5;
 311; 245; z13;
37; 112; w1;
 61; 120; z13;
177; 347; w10;
 205; 340; z13;
165; 101; w7;
 176; 74; z13;
199; 318; w9;
 209; 326; z13;
153; 192; w1;
 151; 164; z13;
30; 68; w2;
 51; 52; z13;
239; 262; w7;
 218; 258; z13;
296; 212; w13;
 302; 229; z13;
337; 33; w10;
 326; 22; z13;
225; 320; w13;
 228; 294; z13;
232; 34; w8;
 261; 27; z13;
67; 201; w11;
 95; 201; z13;
150; 138; w11;
 163; 113; z13;
151; 343; w7;
 165; 364; z13;
99; 29; w3;
 89; 43; z13;
232; 247; w4;
 224; 270; z13;
52; 47; w11;
 45; 63; z13;
152; 147; w13;
 144; 135; z13;
256; 11; w3;
 246; 28; z13;
164; 220; w3;
 157; 215; z13;
41; 94; w5;
 43; 122; z13;
242; 274; w12;
 243; 261; z13;
52; 196; w6;
 71; 179; z13;
293; 126; w2;
 281; 146; z13;
335; 191; w4;
 338; 205; z13;
43; 153; w11;
 19; 150; z13;
48; 127; w5;
 47; 109; z13;
